Va,Vb,Vc,Ia,Ib,Ic,fault_type,cascade_severity,sections_affected,blackout_risk
-15.5,2865.5,-9582.7,2002.9,2022.1,505.4,LL,2,2,0
-3.8,9546.0,-9649.0,2486.5,494.7,500.3,LG,1,1,0
-17.4,2861.3,-9575.2,1955.7,2018.7,501.3,LL,2,2,0
-38.6,9419.5,-9434.4,487.3,488.8,476.7,NO,0,0,0
4.9,478.0,-476.8,3826.8,4015.6,4138.8,LLL,4,4,1
-10.2,9566.7,-9574.5,2394.0,508.0,486.9,LG,1,1,0
-2.5,9463.8,-9573.8,2536.9,527.0,511.6,LG,1,1,0
-1.0,481.7,-475.8,3996.1,4039.5,3687.4,LLL,4,4,1
-0.8,9506.2,-9605.8,511.1,472.5,501.2,NO,0,0,0
-17.0,9562.5,-9518.2,476.2,462.2,500.5,NO,0,0,0
-15.1,2843.1,-9519.8,1864.7,1911.2,485.0,LL,2,2,0
-13.0,2832.3,-9570.2,2016.3,2008.4,478.4,LL,2,2,0
1.1,96.1,-94.6,4878.3,4850.0,5139.2,LLLG,5,5,1
-3.0,2864.7,-9537.3,1987.5,1977.8,502.2,LL,2,2,0
12.1,9550.4,-9468.7,493.8,482.2,505.5,NO,0,0,0
-8.3,9519.9,-9466.9,471.3,503.9,480.2,NO,0,0,0
39.7,9556.7,-9550.3,499.4,507.5,513.7,NO,0,0,0
0.6,477.2,-476.6,4196.5,4195.0,4104.8,LLL,4,4,1
-11.2,9517.1,-9538.2,477.1,519.5,513.5,NO,0,0,0
-0.3,95.8,-95.0,4896.7,5200.9,4994.5,LLLG,5,5,1
11.5,2828.5,-9504.3,2016.6,2099.3,466.2,LL,2,2,0
45.9,9482.1,-9510.6,508.2,489.4,484.4,NO,0,0,0
16.0,9535.9,-9460.8,507.8,485.9,482.3,NO,0,0,0
-1.5,475.0,-476.4,4064.1,4005.3,4097.8,LLL,4,4,1
-18.6,2866.3,-9473.1,1781.0,2022.5,526.0,LL,2,2,0
-1.6,474.6,-473.5,3987.6,3959.5,4252.7,LLL,4,4,1
-30.0,9486.3,-9488.2,509.1,516.1,491.2,NO,0,0,0
1.6,947.4,-9488.0,2877.9,2657.2,486.8,LLG,3,3,0
-70.6,9511.7,-9510.1,530.4,484.6,503.1,NO,0,0,0
-0.2,474.4,-477.9,4212.6,4369.6,3952.3,LLL,4,4,1
-41.9,9567.1,-9603.4,498.2,531.2,506.2,NO,0,0,0
7.5,2852.3,-9530.2,2113.5,1975.3,539.6,LL,2,2,0
-2.7,2882.7,-9526.2,1923.8,1861.8,504.4,LL,2,2,0
-0.6,95.7,-95.5,4659.2,5055.0,4855.0,LLLG,5,5,1
-0.9,9514.7,-9469.9,2365.4,484.3,502.4,LG,1,1,0
-3.6,9569.7,-9506.1,2225.5,500.1,494.6,LG,1,1,0
12.6,9550.0,-9552.3,497.6,505.1,502.9,NO,0,0,0
0.1,476.1,-477.8,3750.7,3714.3,3933.8,LLL,4,4,1
-0.9,94.8,-94.7,4802.2,4656.0,5049.1,LLLG,5,5,1
-1.4,9506.9,-9487.9,537.1,512.2,529.1,NO,0,0,0
70.3,9513.7,-9562.6,477.9,504.9,502.2,NO,0,0,0
-6.2,9573.8,-9566.1,2581.8,507.0,483.8,LG,1,1,0
0.1,474.7,-478.1,4095.1,3725.5,3997.4,LLL,4,4,1
7.2,9602.4,-9507.2,504.5,490.9,523.8,NO,0,0,0
14.5,9531.6,-9566.1,509.8,476.7,510.0,NO,0,0,0
0.1,94.9,-94.8,5371.8,5097.6,5098.3,LLLG,5,5,1
-0.1,95.6,-95.1,4883.3,5071.3,4834.3,LLLG,5,5,1
0.3,95.2,-95.4,4950.6,4868.5,4879.9,LLLG,5,5,1
0.8,94.5,-94.3,5179.5,5386.4,5102.5,LLLG,5,5,1
-2.0,957.9,-9488.8,3033.1,2659.4,508.1,LLG,3,3,0
-26.0,9538.0,-9500.3,508.1,509.7,514.4,NO,0,0,0
-8.5,9467.3,-9504.7,2506.1,486.7,485.3,LG,1,1,0
-27.4,9558.9,-9499.1,512.8,487.4,524.1,NO,0,0,0
4.4,9505.9,-9513.8,517.3,450.7,489.2,NO,0,0,0
-83.7,9593.1,-9397.3,469.5,547.3,523.4,NO,0,0,0
-5.8,2837.8,-9567.9,1952.1,1851.2,520.7,LL,2,2,0
1.8,2865.3,-9459.1,1894.9,2037.8,497.6,LL,2,2,0
0.4,473.3,-480.5,4047.3,3858.4,4122.9,LLL,4,4,1
39.7,9534.6,-9572.1,456.2,483.9,517.6,NO,0,0,0
-40.2,9515.5,-9632.6,518.0,486.7,499.9,NO,0,0,0
-2.4,475.0,-471.6,4268.6,3934.5,3846.9,LLL,4,4,1
5.3,962.6,-9408.0,3144.8,2674.2,488.6,LLG,3,3,0
3.3,475.1,-476.0,3943.2,3944.0,3807.4,LLL,4,4,1
9.5,2850.5,-9544.3,1968.0,1928.3,497.7,LL,2,2,0
55.6,9434.2,-9569.6,513.6,481.7,522.0,NO,0,0,0
4.1,9568.9,-9521.5,2607.8,475.8,523.8,LG,1,1,0
-1.7,473.8,-472.8,4058.0,4192.1,4252.7,LLL,4,4,1
0.4,477.4,-476.7,4030.2,3919.8,4063.3,LLL,4,4,1
1.5,2877.1,-9620.1,1869.3,2159.7,479.1,LL,2,2,0
23.1,2879.3,-9523.4,1855.4,2045.6,500.2,LL,2,2,0
0.8,9544.4,-9550.6,497.1,506.4,483.4,NO,0,0,0
-6.6,9466.1,-9512.6,530.9,479.2,500.4,NO,0,0,0
26.1,9505.3,-9490.7,504.4,483.9,482.9,NO,0,0,0
-4.2,479.8,-475.1,3786.4,4113.2,3745.9,LLL,4,4,1
4.6,474.1,-477.3,4108.6,3860.3,3901.5,LLL,4,4,1
14.6,2863.7,-9524.2,1990.3,1970.0,491.5,LL,2,2,0
-4.0,947.8,-9579.7,2985.4,2756.2,449.9,LLG,3,3,0
-7.8,2857.8,-9551.2,2088.1,1853.9,501.4,LL,2,2,0
-0.0,95.0,-95.3,4847.4,5039.6,5040.1,LLLG,5,5,1
0.5,477.9,-476.4,4102.9,3953.9,4112.1,LLL,4,4,1
68.2,9515.5,-9578.1,510.7,540.9,497.6,NO,0,0,0
-1.5,473.2,-478.7,4150.6,4124.3,4269.2,LLL,4,4,1
-8.7,2865.6,-9576.9,1879.4,1882.9,482.3,LL,2,2,0
-10.0,944.4,-9519.4,3031.7,2530.6,485.6,LLG,3,3,0
3.1,474.5,-474.7,3993.4,4288.7,3911.0,LLL,4,4,1
-3.3,2863.4,-9530.2,2243.5,1991.6,506.1,LL,2,2,0
18.7,2865.5,-9546.0,2008.1,1962.9,521.2,LL,2,2,0
2.7,476.4,-474.4,4090.3,3897.0,3991.3,LLL,4,4,1
3.0,477.3,-479.2,4081.9,4209.4,4226.0,LLL,4,4,1
6.3,959.6,-9503.4,3160.2,2433.6,540.9,LLG,3,3,0
3.4,475.0,-471.4,4244.0,3927.4,4099.8,LLL,4,4,1
-1.5,945.2,-9470.4,3087.1,2380.5,516.4,LLG,3,3,0
1.3,474.1,-474.8,3935.5,4052.3,3717.6,LLL,4,4,1
-5.2,480.7,-475.0,3741.0,3996.1,3843.6,LLL,4,4,1
-3.6,9492.8,-9473.7,2614.1,507.0,522.3,LG,1,1,0
0.6,95.3,-95.5,5332.6,5032.9,4663.7,LLLG,5,5,1
-39.0,9551.6,-9511.9,479.2,513.8,522.6,NO,0,0,0
1.4,470.4,-475.0,3949.9,4097.4,4090.4,LLL,4,4,1
7.8,2841.9,-9570.7,1894.8,2053.4,502.0,LL,2,2,0
3.8,949.7,-9541.5,3096.6,2506.4,502.8,LLG,3,3,0
45.7,9581.4,-9511.5,526.9,501.1,528.4,NO,0,0,0
-12.2,955.0,-9469.5,2996.5,2367.4,513.3,LLG,3,3,0
-0.8,471.7,-474.8,3740.2,3867.3,4322.6,LLL,4,4,1
2.7,476.0,-472.9,3800.3,4082.8,4009.7,LLL,4,4,1
2.6,480.7,-473.6,4001.3,3996.7,4088.7,LLL,4,4,1
1.4,954.4,-9552.1,2961.3,2566.7,489.7,LLG,3,3,0
-1.5,9518.3,-9626.4,2447.2,465.6,522.3,LG,1,1,0
3.9,2867.4,-9573.2,1936.9,2121.9,467.1,LL,2,2,0
28.4,9554.4,-9530.9,528.1,507.0,488.3,NO,0,0,0
-18.8,9523.3,-9474.6,516.4,498.5,457.9,NO,0,0,0
-38.8,9535.1,-9493.5,508.3,508.7,520.4,NO,0,0,0
9.1,953.0,-9395.5,3090.2,2295.8,521.8,LLG,3,3,0
0.6,95.1,-96.0,4801.3,4804.7,5040.2,LLLG,5,5,1
8.3,948.6,-9620.7,2852.5,2721.0,461.9,LLG,3,3,0
-1.4,2830.0,-9585.9,1993.8,1985.6,486.4,LL,2,2,0
-1.7,479.1,-477.8,4103.0,4006.8,4208.0,LLL,4,4,1
0.5,95.2,-95.4,5158.3,5078.1,4984.2,LLLG,5,5,1
-36.3,9587.2,-9515.1,481.5,465.8,478.4,NO,0,0,0
-3.3,474.3,-478.3,4275.0,4019.6,3829.9,LLL,4,4,1
6.2,954.3,-9520.6,2942.4,2388.7,480.4,LLG,3,3,0
-0.7,95.5,-95.8,5267.7,5148.6,4965.3,LLLG,5,5,1
8.1,9571.9,-9518.6,2449.9,540.8,496.6,LG,1,1,0
-6.6,957.8,-9599.8,2963.5,2578.7,498.6,LLG,3,3,0
1.7,476.3,-478.4,4001.3,4120.4,3962.5,LLL,4,4,1
2.4,952.7,-9537.2,3111.7,2406.7,513.0,LLG,3,3,0
1.7,947.9,-9493.5,3091.0,2426.8,517.0,LLG,3,3,0
48.2,9552.2,-9545.2,526.5,473.9,482.6,NO,0,0,0
-2.4,477.3,-474.9,4078.9,3831.8,3989.9,LLL,4,4,1
-0.4,95.6,-94.9,5142.1,5101.2,4701.0,LLLG,5,5,1
-2.4,2848.1,-9543.3,2029.1,1983.6,508.2,LL,2,2,0
-2.6,9528.1,-9570.0,2549.3,464.6,494.6,LG,1,1,0
-2.2,481.3,-472.4,3886.2,3934.7,4127.6,LLL,4,4,1
-2.5,477.9,-478.9,3888.4,4047.5,3990.1,LLL,4,4,1
-23.8,2868.8,-9458.4,2092.8,1923.0,495.5,LL,2,2,0
6.4,2874.0,-9520.4,1925.3,2072.0,503.9,LL,2,2,0
15.7,9624.2,-9432.2,492.2,510.5,494.3,NO,0,0,0
-11.1,2861.9,-9478.9,1961.0,2025.0,485.2,LL,2,2,0
-0.7,474.3,-475.0,3938.7,4142.3,3920.2,LLL,4,4,1
-2.9,944.4,-9461.9,2755.3,2358.7,517.6,LLG,3,3,0
-44.2,9507.0,-9477.6,496.5,494.4,514.5,NO,0,0,0
-60.1,9660.2,-9418.4,513.4,512.4,496.3,NO,0,0,0
4.0,9498.0,-9581.1,541.1,476.8,495.0,NO,0,0,0
3.6,955.2,-9552.8,2710.4,2533.5,522.7,LLG,3,3,0
-2.6,9560.0,-9550.5,484.2,480.2,495.0,NO,0,0,0
-6.4,9535.7,-9481.6,2471.6,524.6,512.7,LG,1,1,0
9.9,2882.1,-9519.2,1941.8,1871.0,484.1,LL,2,2,0
24.7,2858.7,-9423.6,1930.3,1956.3,517.1,LL,2,2,0
5.1,949.9,-9419.5,3371.8,2626.2,483.4,LLG,3,3,0
9.2,2859.9,-9519.7,2108.9,2143.9,500.3,LL,2,2,0
1.9,475.2,-476.2,4235.9,3911.5,3903.0,LLL,4,4,1
-2.8,477.5,-476.1,4178.0,4136.5,4226.1,LLL,4,4,1
-1.7,953.6,-9541.4,2998.1,2561.1,495.7,LLG,3,3,0
17.9,9545.9,-9497.9,480.0,502.1,521.2,NO,0,0,0
-45.3,9534.8,-9447.4,466.3,522.9,494.1,NO,0,0,0
-11.5,2853.2,-9602.1,1887.7,1952.6,499.3,LL,2,2,0
4.7,2863.9,-9537.0,1956.6,1981.9,503.5,LL,2,2,0
1.0,95.6,-95.1,4932.0,4734.3,4906.0,LLLG,5,5,1
-69.6,9549.9,-9516.4,526.5,520.2,517.1,NO,0,0,0
3.6,956.1,-9572.2,3052.8,2388.1,529.2,LLG,3,3,0
1.0,474.6,-476.9,3966.1,4223.1,4080.7,LLL,4,4,1
-3.1,476.6,-477.3,4184.8,4069.7,4017.3,LLL,4,4,1
-18.9,9483.6,-9486.1,485.7,482.7,480.3,NO,0,0,0
-35.9,9602.5,-9619.6,479.4,495.2,464.6,NO,0,0,0
9.8,9557.2,-9480.4,2445.3,471.6,494.5,LG,1,1,0
1.2,948.6,-9552.8,2935.7,2556.7,525.4,LLG,3,3,0
3.1,2870.2,-9638.9,2097.3,2036.5,483.5,LL,2,2,0
-32.1,9502.4,-9579.2,470.6,477.8,453.0,NO,0,0,0
-1.3,9467.2,-9488.9,2538.3,492.1,513.1,LG,1,1,0
-0.6,953.4,-9605.7,3010.8,2551.0,526.7,LLG,3,3,0
9.2,2837.8,-9500.4,1858.6,2094.1,504.2,LL,2,2,0
8.7,2849.9,-9541.4,1964.8,1951.1,515.5,LL,2,2,0
15.4,2875.6,-9542.4,1854.2,2073.7,504.5,LL,2,2,0
2.9,478.2,-472.1,4012.4,4099.6,4093.7,LLL,4,4,1
0.1,95.0,-95.1,4972.9,4805.5,5068.5,LLLG,5,5,1
2.1,474.5,-475.1,4056.5,4057.6,4278.0,LLL,4,4,1
-4.2,2847.6,-9594.8,1998.8,1985.1,484.1,LL,2,2,0
-1.5,475.3,-477.6,3852.4,4146.1,4001.9,LLL,4,4,1
1.3,477.0,-477.6,4064.7,4081.3,4199.1,LLL,4,4,1
4.7,478.1,-476.3,3974.2,3999.2,4183.1,LLL,4,4,1
1.4,474.0,-474.5,4258.7,4046.8,3923.1,LLL,4,4,1
-4.9,474.9,-471.5,3950.9,3928.0,3894.6,LLL,4,4,1
7.8,2839.5,-9423.2,2012.6,2017.8,493.4,LL,2,2,0
-0.2,95.4,-95.1,4767.7,5064.3,5015.1,LLLG,5,5,1
-4.8,953.6,-9525.6,2952.1,2625.0,493.9,LLG,3,3,0
-1.9,9520.2,-9460.1,2444.4,497.2,519.3,LG,1,1,0
-1.2,472.8,-470.8,3805.5,4012.3,4008.7,LLL,4,4,1
-4.6,9499.4,-9454.4,2514.4,497.8,515.2,LG,1,1,0
0.3,475.2,-475.3,4076.9,4499.6,4153.7,LLL,4,4,1
0.2,95.3,-95.4,5056.6,5074.7,5270.3,LLLG,5,5,1
63.3,9592.5,-9561.1,509.3,546.6,472.0,NO,0,0,0
-1.3,948.2,-9479.9,3090.1,2339.6,488.8,LLG,3,3,0
-3.4,947.8,-9608.6,2990.9,2458.6,525.1,LLG,3,3,0
0.2,477.0,-474.0,3956.1,3879.9,3831.6,LLL,4,4,1
-2.1,476.3,-480.0,3939.9,4036.7,3902.9,LLL,4,4,1
38.8,9487.3,-9576.9,519.6,508.6,532.0,NO,0,0,0
0.5,474.1,-477.5,4060.5,3858.6,4170.5,LLL,4,4,1
-1.3,476.4,-480.7,4028.9,3829.1,4074.7,LLL,4,4,1
-3.8,954.6,-9390.4,2825.7,2611.2,522.2,LLG,3,3,0
-3.5,476.1,-475.4,3906.0,3970.1,3850.8,LLL,4,4,1
-1.4,9573.5,-9568.5,2497.2,513.9,504.6,LG,1,1,0
4.6,9526.9,-9473.9,2567.5,534.5,514.0,LG,1,1,0
2.0,947.3,-9584.6,2962.0,2553.8,518.8,LLG,3,3,0
2.4,9533.8,-9567.5,2617.5,491.5,514.3,LG,1,1,0
104.2,9438.9,-9480.4,508.7,482.7,485.4,NO,0,0,0
-26.1,9538.4,-9554.0,493.3,484.6,496.6,NO,0,0,0
-21.7,2862.2,-9572.3,1888.8,1987.2,524.2,LL,2,2,0
3.3,477.1,-478.1,3753.2,4128.9,4059.3,LLL,4,4,1
24.0,9494.6,-9555.6,495.6,512.0,501.0,NO,0,0,0
-3.8,475.2,-473.8,3871.2,3800.9,3942.9,LLL,4,4,1
4.5,959.1,-9561.0,3196.8,2459.2,512.3,LLG,3,3,0
-3.7,475.4,-480.0,3971.4,4026.3,3784.0,LLL,4,4,1
3.5,473.7,-477.5,4114.9,4019.5,4164.5,LLL,4,4,1
1.0,475.6,-477.1,3982.5,3898.6,4177.2,LLL,4,4,1
-0.4,95.2,-94.8,5006.3,5045.7,4650.9,LLLG,5,5,1
-39.5,9526.2,-9455.2,534.6,527.4,497.3,NO,0,0,0
-3.2,475.1,-473.9,3656.5,3946.6,3962.9,LLL,4,4,1
-0.7,479.2,-477.7,3957.6,4072.2,4005.6,LLL,4,4,1
0.5,94.5,-96.1,4960.7,5382.9,5313.0,LLLG,5,5,1
38.5,9484.0,-9488.7,497.8,476.7,491.9,NO,0,0,0
0.5,474.4,-477.2,4006.9,4157.7,4215.1,LLL,4,4,1
-6.6,2845.4,-9513.8,2061.4,2015.7,505.6,LL,2,2,0
-0.2,95.8,-95.8,5130.3,5139.8,5252.5,LLLG,5,5,1
-3.4,477.5,-475.7,3634.0,4053.5,3912.8,LLL,4,4,1
-28.6,9496.1,-9383.1,461.2,507.5,528.7,NO,0,0,0
5.3,9562.0,-9513.8,474.5,450.4,499.3,NO,0,0,0
37.5,9556.0,-9494.6,525.9,523.1,486.7,NO,0,0,0
1.6,473.1,-476.3,4028.5,3933.7,4067.0,LLL,4,4,1
-0.5,95.2,-94.6,4808.8,4693.9,4848.6,LLLG,5,5,1
1.3,476.2,-477.8,4051.9,3890.1,4143.1,LLL,4,4,1
0.1,95.9,-95.4,4979.6,5267.2,4792.0,LLLG,5,5,1
-2.4,952.6,-9531.2,3184.2,2567.5,486.7,LLG,3,3,0
20.5,2880.4,-9496.6,2036.8,2008.7,486.0,LL,2,2,0
-77.3,9576.5,-9530.3,462.5,463.2,468.5,NO,0,0,0
-67.5,9521.1,-9583.3,540.8,537.5,518.4,NO,0,0,0
0.0,479.0,-476.2,3809.3,4119.5,3988.7,LLL,4,4,1
-9.7,2872.6,-9469.0,2065.7,2067.9,515.0,LL,2,2,0
4.6,963.5,-9670.0,3093.0,2604.2,493.4,LLG,3,3,0
0.8,95.1,-94.8,4920.7,5067.7,4836.1,LLLG,5,5,1
-3.0,9496.2,-9547.3,2474.7,499.5,513.0,LG,1,1,0
11.0,2870.9,-9498.1,1938.8,2009.4,513.2,LL,2,2,0
-4.2,955.3,-9591.7,2719.2,2485.1,504.9,LLG,3,3,0
3.4,946.6,-9522.9,3086.1,2418.4,496.7,LLG,3,3,0
2.9,9591.9,-9590.9,488.1,523.7,466.1,NO,0,0,0
2.1,959.5,-9538.9,2754.8,2386.5,501.5,LLG,3,3,0
-2.6,473.1,-472.1,3996.9,4160.5,3824.9,LLL,4,4,1
-2.5,958.9,-9490.2,2997.5,2521.4,502.8,LLG,3,3,0
107.0,9474.6,-9501.5,524.9,497.8,508.9,NO,0,0,0
-1.1,480.2,-479.0,3917.5,4024.6,3985.2,LLL,4,4,1
-1.5,478.2,-475.3,3808.9,4242.4,3949.6,LLL,4,4,1
6.6,9618.3,-9548.5,2557.8,491.7,520.5,LG,1,1,0
19.8,2877.8,-9599.4,1995.6,1905.5,471.4,LL,2,2,0
-55.3,9503.3,-9518.6,482.2,519.6,499.5,NO,0,0,0
38.2,9560.5,-9461.5,519.9,521.0,494.8,NO,0,0,0
4.2,9457.9,-9440.0,2511.9,505.6,538.1,LG,1,1,0
2.7,948.7,-9504.4,3003.9,2596.5,502.5,LLG,3,3,0
-3.0,478.2,-476.5,3967.8,4194.6,4012.5,LLL,4,4,1
11.6,9473.2,-9500.4,2567.6,510.7,490.7,LG,1,1,0
0.2,94.4,-96.2,5027.2,5081.8,5044.8,LLLG,5,5,1
0.1,95.0,-95.4,5248.4,5036.5,5185.7,LLLG,5,5,1
0.8,95.1,-95.6,4935.9,4886.6,5214.8,LLLG,5,5,1
4.0,478.3,-475.5,4037.6,4011.1,4217.6,LLL,4,4,1
-2.8,478.2,-475.1,4011.9,3958.8,3565.1,LLL,4,4,1
0.7,2851.3,-9541.5,2006.4,1948.9,499.9,LL,2,2,0
26.0,9503.7,-9539.3,514.6,495.6,492.2,NO,0,0,0
0.0,94.7,-94.5,5241.7,4909.6,4980.3,LLLG,5,5,1
-10.9,2863.0,-9415.2,2048.8,2084.4,503.3,LL,2,2,0
-2.0,476.1,-483.7,4051.7,3817.3,3682.4,LLL,4,4,1
-0.3,2860.2,-9548.0,2016.7,1960.1,483.8,LL,2,2,0
-6.0,9528.2,-9509.2,2526.4,516.5,505.9,LG,1,1,0
3.4,2839.0,-9597.3,1925.4,2062.8,505.9,LL,2,2,0
-51.6,9603.8,-9599.7,501.7,538.6,476.3,NO,0,0,0
9.8,9568.8,-9521.3,2573.2,495.6,532.8,LG,1,1,0
3.5,9417.5,-9571.2,2507.8,494.5,488.8,LG,1,1,0
12.5,2872.8,-9531.4,1952.1,2094.0,502.9,LL,2,2,0
76.0,9556.0,-9574.8,511.4,475.3,482.6,NO,0,0,0
-36.2,9495.4,-9562.3,526.6,473.6,486.9,NO,0,0,0
-44.1,9475.2,-9396.4,504.5,505.1,537.5,NO,0,0,0
-53.7,9514.9,-9449.6,535.5,521.3,485.2,NO,0,0,0
0.1,9498.9,-9386.0,2595.4,502.6,479.2,LG,1,1,0
0.8,95.6,-95.2,5550.9,5207.3,4964.7,LLLG,5,5,1
-2.9,476.3,-476.1,3970.6,3659.3,3780.0,LLL,4,4,1
0.0,95.0,-95.7,5280.3,4990.8,4982.9,LLLG,5,5,1
2.4,950.9,-9552.6,2782.9,2561.3,527.0,LLG,3,3,0
-3.0,952.9,-9526.0,3097.2,2489.7,491.6,LLG,3,3,0
0.9,951.4,-9500.8,2959.5,2438.4,486.5,LLG,3,3,0
-2.5,479.6,-474.0,4246.2,3793.8,3971.0,LLL,4,4,1
0.5,473.2,-479.9,3901.2,4170.9,3859.4,LLL,4,4,1
0.0,476.8,-473.4,4207.9,4188.9,4164.4,LLL,4,4,1
7.3,951.3,-9465.3,2963.5,2664.6,497.6,LLG,3,3,0
3.3,473.8,-476.4,4032.6,3961.7,4060.8,LLL,4,4,1
-25.2,2880.4,-9474.9,2093.9,2023.0,474.1,LL,2,2,0
4.1,9504.5,-9499.7,2407.0,527.0,507.7,LG,1,1,0
31.1,9657.7,-9447.1,455.6,522.3,479.3,NO,0,0,0
-3.0,473.2,-474.0,4223.3,3929.9,4038.3,LLL,4,4,1
-65.1,9546.4,-9496.0,506.0,519.9,484.3,NO,0,0,0
3.6,474.7,-476.1,4009.3,3881.2,4140.7,LLL,4,4,1
-4.9,9549.0,-9589.5,503.1,512.5,516.9,NO,0,0,0
-8.8,9468.7,-9566.2,496.0,543.0,482.0,NO,0,0,0
72.1,9514.3,-9476.8,490.1,516.3,483.0,NO,0,0,0
71.4,9553.4,-9487.5,527.8,526.0,489.4,NO,0,0,0
-15.8,2863.0,-9525.1,1880.8,1923.8,522.2,LL,2,2,0
0.4,95.2,-95.2,4813.6,5306.8,4969.3,LLLG,5,5,1
-9.9,9516.4,-9523.6,514.3,468.4,516.8,NO,0,0,0
-0.2,9487.5,-9414.7,493.7,493.8,493.6,NO,0,0,0
-12.8,953.2,-9480.6,2961.4,2627.8,482.7,LLG,3,3,0
0.3,95.5,-94.9,5085.5,4706.2,4821.2,LLLG,5,5,1
-110.2,9480.0,-9474.4,517.2,494.3,471.3,NO,0,0,0
31.8,2858.7,-9534.4,1990.7,2110.7,488.3,LL,2,2,0
-0.7,9523.3,-9554.7,2518.1,524.4,515.1,LG,1,1,0
-5.1,958.4,-9470.5,3014.1,2428.7,525.1,LLG,3,3,0
0.1,9575.9,-9581.0,523.8,501.5,469.1,NO,0,0,0
-99.7,9446.2,-9497.0,505.9,479.7,486.9,NO,0,0,0
5.0,9477.0,-9528.0,2487.9,466.4,528.5,LG,1,1,0
-42.6,9503.7,-9541.2,515.4,502.0,529.0,NO,0,0,0
5.1,963.1,-9552.2,2860.6,2568.4,500.5,LLG,3,3,0
8.3,9531.3,-9529.8,2564.3,457.6,518.6,LG,1,1,0
-0.4,96.0,-95.2,5006.2,4807.4,4853.6,LLLG,5,5,1
7.2,954.5,-9544.0,3048.2,2550.3,525.2,LLG,3,3,0
4.5,2864.4,-9518.8,1816.1,1993.5,489.8,LL,2,2,0
-25.3,9473.0,-9575.3,520.3,496.5,521.6,NO,0,0,0
-28.3,9525.0,-9515.9,510.4,488.5,505.1,NO,0,0,0
-8.4,2835.3,-9548.9,1847.8,1872.3,498.4,LL,2,2,0
-93.7,9415.0,-9516.3,504.8,511.2,503.8,NO,0,0,0
10.0,9607.5,-9632.6,514.2,486.4,509.4,NO,0,0,0
-2.1,476.6,-476.8,3882.1,3977.4,3732.4,LLL,4,4,1
0.5,95.6,-94.9,4960.7,4975.2,4941.5,LLLG,5,5,1
-2.7,954.7,-9532.9,2911.4,2455.8,491.8,LLG,3,3,0
1.3,9529.5,-9477.8,2448.3,478.7,512.9,LG,1,1,0
-11.8,9496.2,-9525.5,2493.2,514.7,508.6,LG,1,1,0
2.1,472.5,-476.2,4113.8,4106.7,3998.2,LLL,4,4,1
2.0,473.1,-473.8,4016.9,4085.4,4199.9,LLL,4,4,1
31.2,9547.6,-9500.1,528.9,487.6,465.5,NO,0,0,0
0.8,2866.0,-9569.4,1885.9,2100.3,545.0,LL,2,2,0
-59.1,9481.7,-9596.0,503.2,465.8,491.9,NO,0,0,0
10.3,9524.9,-9506.7,496.7,535.8,496.8,NO,0,0,0
-1.6,951.8,-9525.5,3053.6,2372.5,489.2,LLG,3,3,0
-18.1,9567.7,-9495.1,510.4,457.2,482.6,NO,0,0,0
-6.9,956.0,-9501.5,3019.0,2543.5,517.0,LLG,3,3,0
-29.4,2848.8,-9504.1,1948.8,2037.8,497.3,LL,2,2,0
-3.5,2835.0,-9571.9,2098.8,2126.7,491.1,LL,2,2,0
-52.6,9474.4,-9531.0,466.9,482.6,512.8,NO,0,0,0
7.0,9530.1,-9560.7,482.7,457.0,527.0,NO,0,0,0
-0.3,95.4,-95.7,5417.0,4976.4,5134.4,LLLG,5,5,1
-3.1,2868.2,-9480.8,1930.8,2027.4,485.7,LL,2,2,0
-36.2,9522.9,-9531.5,489.3,526.2,496.0,NO,0,0,0
-0.4,955.4,-9447.9,2977.0,2506.2,487.6,LLG,3,3,0
12.6,9579.6,-9447.4,478.1,504.5,498.0,NO,0,0,0
-15.5,9524.4,-9592.4,523.6,484.2,490.7,NO,0,0,0
-0.6,95.9,-95.8,4553.5,4957.0,5071.9,LLLG,5,5,1
6.6,9571.5,-9521.4,2565.7,516.4,499.1,LG,1,1,0
0.1,474.0,-475.4,4106.1,3978.3,3771.5,LLL,4,4,1
15.8,9471.9,-9455.4,497.1,512.4,490.7,NO,0,0,0
-0.3,9532.0,-9526.7,2419.8,494.2,537.2,LG,1,1,0
1.2,949.6,-9557.4,2929.4,2576.6,509.5,LLG,3,3,0
-15.8,9486.5,-9531.1,506.0,491.5,480.4,NO,0,0,0
52.3,9539.4,-9511.4,516.3,518.7,529.8,NO,0,0,0
-91.6,9461.9,-9544.0,473.8,506.4,490.9,NO,0,0,0
1.1,472.1,-476.3,3787.7,3775.4,3905.3,LLL,4,4,1
51.5,9474.3,-9504.8,509.5,494.1,503.3,NO,0,0,0
7.3,950.1,-9548.8,3054.2,2634.1,528.5,LLG,3,3,0
-0.5,95.4,-96.0,4919.1,4887.3,4904.2,LLLG,5,5,1
73.7,9532.8,-9525.9,498.5,474.0,515.6,NO,0,0,0
-2.1,469.2,-474.9,4136.0,4122.2,3880.2,LLL,4,4,1
-5.7,957.4,-9550.3,2706.8,2405.7,519.4,LLG,3,3,0
-2.0,476.1,-475.6,3802.8,3871.5,4270.1,LLL,4,4,1
14.5,9611.2,-9515.9,2262.6,514.5,491.2,LG,1,1,0
-4.8,952.9,-9571.7,3054.2,2511.4,507.4,LLG,3,3,0
